fid,name,system,sign,price,horizon,window,slice,n,n_eff,ic,lo,hi,signed_ic,sign_ok,ci_excludes_0,status
O011,Realized cap 90d change,cycle,1,cm,1,dev,ex_2017,4092,4092.0,0.0425,0.0109,0.0778,0.0425,True,True,ok
O011,Realized cap 90d change,cycle,1,cm,1,dev,since_2022,364,364.0,-0.028,-0.1014,0.04,-0.028,False,False,ok
O011,Realized cap 90d change,cycle,1,cm,1,holdout,full,1329,1329.0,-0.0053,-0.0449,0.0302,-0.0053,False,False,ok
O011,Realized cap 90d change,cycle,1,cm,7,dev,full,4452,636.0,0.0853,0.0126,0.1594,0.0853,True,True,ok
O011,Realized cap 90d change,cycle,1,cm,7,dev,ex_2020-03_2022-01,3743,534.7,0.0989,0.0076,0.1765,0.0989,True,True,ok
O011,Realized cap 90d change,cycle,1,cm,7,dev,ex_2017,4080,582.9,0.0591,-0.0102,0.1346,0.0591,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,7,dev,since_2022,358,51.1,-0.1329,-0.3016,0.0836,-0.1329,False,False,ok
O011,Realized cap 90d change,cycle,1,cm,7,holdout,full,1323,189.0,-0.0462,-0.1464,0.0597,-0.0462,False,False,ok
O011,Realized cap 90d change,cycle,1,cm,30,dev,full,4429,147.6,0.0823,-0.0354,0.1984,0.0823,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,30,dev,ex_2020-03_2022-01,3697,123.2,0.0963,-0.0537,0.233,0.0963,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,30,dev,ex_2017,4034,134.5,0.0399,-0.0788,0.1732,0.0399,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
O011,Realized cap 90d change,cycle,1,cm,30,holdout,full,1300,43.3,-0.1963,-0.3529,-0.0223,-0.1963,False,True,ok
O011,Realized cap 90d change,cycle,1,cm,90,dev,full,4369,48.5,0.1364,-0.0874,0.3311,0.1364,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,90,dev,ex_2020-03_2022-01,3577,39.7,0.1679,-0.073,0.4029,0.1679,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,90,dev,ex_2017,3914,43.5,0.0727,-0.1419,0.2879,0.0727,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
O011,Realized cap 90d change,cycle,1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
O011,Realized cap 90d change,cycle,1,cm,180,dev,full,4279,23.8,0.1545,-0.0981,0.3877,0.1545,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,180,dev,ex_2020-03_2022-01,3397,18.9,0.2131,-0.127,0.4989,0.2131,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,180,dev,ex_2017,3734,20.7,0.0914,-0.1921,0.3771,0.0914,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
O011,Realized cap 90d change,cycle,1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
O011,Realized cap 90d change,cycle,1,cm,365,dev,full,4094,11.2,-0.0292,-0.2763,0.195,-0.0292,False,False,ok
O011,Realized cap 90d change,cycle,1,cm,365,dev,ex_2020-03_2022-01,3058,8.4,0.0513,-0.3229,0.3642,0.0513,True,False,ok
O011,Realized cap 90d change,cycle,1,cm,365,dev,ex_2017,3364,9.2,-0.0515,-0.3378,0.1945,-0.0515,False,False,ok
O011,Realized cap 90d change,cycle,1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
O011,Realized cap 90d change,cycle,1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,1,dev,full,3087,3087.0,-0.0024,-0.0359,0.0318,0.0024,True,False,ok
M065,Four-year return,cycle,-1,cm,1,dev,ex_2020-03_2022-01,2384,2384.0,-0.0014,-0.0384,0.033,0.0014,True,False,ok
M065,Four-year return,cycle,-1,cm,1,dev,ex_2017,2721,2721.0,0.008,-0.0238,0.0372,-0.008,False,False,ok
M065,Four-year return,cycle,-1,cm,1,dev,since_2022,364,364.0,-0.0227,-0.1036,0.0456,0.0227,True,False,ok
M065,Four-year return,cycle,-1,cm,1,holdout,full,1329,1329.0,0.0179,-0.0225,0.0509,-0.0179,False,False,ok
M065,Four-year return,cycle,-1,cm,7,dev,full,3081,440.1,-0.0126,-0.0876,0.0506,0.0126,True,False,ok
M065,Four-year return,cycle,-1,cm,7,dev,ex_2020-03_2022-01,2372,338.9,-0.0209,-0.1065,0.066,0.0209,True,False,ok
M065,Four-year return,cycle,-1,cm,7,dev,ex_2017,2709,387.0,0.0095,-0.0624,0.0863,-0.0095,False,False,ok
M065,Four-year return,cycle,-1,cm,7,dev,since_2022,358,51.1,-0.1785,-0.3272,-0.0214,0.1785,True,True,ok
M065,Four-year return,cycle,-1,cm,7,holdout,full,1323,189.0,0.0359,-0.0923,0.1262,-0.0359,False,False,ok
M065,Four-year return,cycle,-1,cm,30,dev,full,3058,101.9,0.0092,-0.1057,0.1221,-0.0092,False,False,ok
M065,Four-year return,cycle,-1,cm,30,dev,ex_2020-03_2022-01,2326,77.5,0.001,-0.1385,0.1586,-0.001,False,False,ok
M065,Four-year return,cycle,-1,cm,30,dev,ex_2017,2663,88.8,0.0276,-0.1068,0.1699,-0.0276,False,False,ok
M065,Four-year return,cycle,-1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,30,holdout,full,1300,43.3,0.1137,-0.098,0.3077,-0.1137,False,False,ok
M065,Four-year return,cycle,-1,cm,90,dev,full,2998,33.3,0.0849,-0.1514,0.3046,-0.0849,False,False,ok
M065,Four-year return,cycle,-1,cm,90,dev,ex_2020-03_2022-01,2206,24.5,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,90,dev,ex_2017,2543,28.3,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,180,dev,full,2908,16.2,0.1221,-0.2235,0.4738,-0.1221,False,False,ok
M065,Four-year return,cycle,-1,cm,180,dev,ex_2020-03_2022-01,2026,11.3,0.0614,-0.4025,0.4329,-0.0614,False,False,ok
M065,Four-year return,cycle,-1,cm,180,dev,ex_2017,2363,13.1,0.1228,-0.2804,0.4632,-0.1228,False,False,ok
M065,Four-year return,cycle,-1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,365,dev,full,2723,7.5,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,365,dev,ex_2020-03_2022-01,1687,4.6,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,365,dev,ex_2017,1993,5.5,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
M065,Four-year return,cycle,-1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
M066,Log power-law residual,cycle,-1,cm,1,dev,full,3819,3819.0,0.0091,-0.0235,0.0381,-0.0091,False,False,ok
M066,Log power-law residual,cycle,-1,cm,1,dev,ex_2020-03_2022-01,3116,3116.0,0.0177,-0.0232,0.0614,-0.0177,False,False,ok
M066,Log power-law residual,cycle,-1,cm,1,dev,ex_2017,3453,3453.0,-0.0003,-0.035,0.0307,0.0003,True,False,ok
M066,Log power-law residual,cycle,-1,cm,1,dev,since_2022,364,364.0,-0.0588,-0.1326,0.0048,0.0588,True,False,ok
M066,Log power-law residual,cycle,-1,cm,1,holdout,full,1329,1329.0,-0.0242,-0.06,0.0085,0.0242,True,False,ok
M066,Log power-law residual,cycle,-1,cm,7,dev,full,3813,544.7,-0.0343,-0.1108,0.0376,0.0343,True,False,ok
M066,Log power-law residual,cycle,-1,cm,7,dev,ex_2020-03_2022-01,3104,443.4,-0.0264,-0.1157,0.0582,0.0264,True,False,ok
M066,Log power-law residual,cycle,-1,cm,7,dev,ex_2017,3441,491.6,-0.0654,-0.1496,0.0107,0.0654,True,False,ok
M066,Log power-law residual,cycle,-1,cm,7,dev,since_2022,358,51.1,-0.1622,-0.3202,-0.0232,0.1622,True,True,ok
M066,Log power-law residual,cycle,-1,cm,7,holdout,full,1323,189.0,-0.0883,-0.1905,-0.0053,0.0883,True,True,ok
M066,Log power-law residual,cycle,-1,cm,30,dev,full,3790,126.3,-0.1198,-0.2371,-0.014,0.1198,True,True,ok
M066,Log power-law residual,cycle,-1,cm,30,dev,ex_2020-03_2022-01,3058,101.9,-0.1125,-0.2552,0.0174,0.1125,True,False,ok
M066,Log power-law residual,cycle,-1,cm,30,dev,ex_2017,3395,113.2,-0.1634,-0.2834,-0.0419,0.1634,True,True,ok
M066,Log power-law residual,cycle,-1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
M066,Log power-law residual,cycle,-1,cm,30,holdout,full,1300,43.3,-0.263,-0.4252,-0.0977,0.263,True,True,ok
M066,Log power-law residual,cycle,-1,cm,90,dev,full,3730,41.4,-0.2266,-0.4031,-0.0506,0.2266,True,True,ok
M066,Log power-law residual,cycle,-1,cm,90,dev,ex_2020-03_2022-01,2938,32.6,-0.2039,-0.4215,-0.0263,0.2039,True,True,ok
M066,Log power-law residual,cycle,-1,cm,90,dev,ex_2017,3275,36.4,-0.2887,-0.458,-0.134,0.2887,True,True,ok
M066,Log power-law residual,cycle,-1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
M066,Log power-law residual,cycle,-1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
M066,Log power-law residual,cycle,-1,cm,180,dev,full,3640,20.2,-0.3413,-0.5371,-0.0904,0.3413,True,True,ok
M066,Log power-law residual,cycle,-1,cm,180,dev,ex_2020-03_2022-01,2758,15.3,-0.2515,-0.503,0.0078,0.2515,True,False,ok
M066,Log power-law residual,cycle,-1,cm,180,dev,ex_2017,3095,17.2,-0.3786,-0.5486,-0.1127,0.3786,True,True,ok
M066,Log power-law residual,cycle,-1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
M066,Log power-law residual,cycle,-1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
M066,Log power-law residual,cycle,-1,cm,365,dev,full,3455,9.5,-0.5348,-0.7543,-0.2328,0.5348,True,True,ok
M066,Log power-law residual,cycle,-1,cm,365,dev,ex_2020-03_2022-01,2419,6.6,,,,,,,insufficient
M066,Log power-law residual,cycle,-1,cm,365,dev,ex_2017,2725,7.5,,,,,,,insufficient
M066,Log power-law residual,cycle,-1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
M066,Log power-law residual,cycle,-1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
N001,ROI 1y (CM),cycle,-1,cm,1,dev,full,4183,4183.0,0.0205,-0.0098,0.0544,-0.0205,False,False,ok
N001,ROI 1y (CM),cycle,-1,cm,1,dev,ex_2020-03_2022-01,3480,3480.0,0.0268,-0.0074,0.063,-0.0268,False,False,ok
N001,ROI 1y (CM),cycle,-1,cm,1,dev,ex_2017,3817,3817.0,0.0094,-0.0237,0.0418,-0.0094,False,False,ok
N001,ROI 1y (CM),cycle,-1,cm,1,dev,since_2022,364,364.0,-0.036,-0.1067,0.0301,0.036,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,1,holdout,full,1329,1329.0,0.0186,-0.0222,0.0583,-0.0186,False,False,ok
N001,ROI 1y (CM),cycle,-1,cm,7,dev,full,4177,596.7,0.0133,-0.0542,0.0928,-0.0133,False,False,ok
N001,ROI 1y (CM),cycle,-1,cm,7,dev,ex_2020-03_2022-01,3468,495.4,0.0198,-0.0561,0.1004,-0.0198,False,False,ok
N001,ROI 1y (CM),cycle,-1,cm,7,dev,ex_2017,3805,543.6,-0.0141,-0.0923,0.0708,0.0141,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,7,dev,since_2022,358,51.1,-0.1111,-0.2969,0.0496,0.1111,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,7,holdout,full,1323,189.0,0.0199,-0.0864,0.1008,-0.0199,False,False,ok
N001,ROI 1y (CM),cycle,-1,cm,30,dev,full,4154,138.5,-0.0508,-0.1666,0.0777,0.0508,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,30,dev,ex_2020-03_2022-01,3422,114.1,-0.0433,-0.1872,0.0979,0.0433,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,30,dev,ex_2017,3759,125.3,-0.0944,-0.2188,0.0402,0.0944,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
N001,ROI 1y (CM),cycle,-1,cm,30,holdout,full,1300,43.3,-0.0441,-0.208,0.1212,0.0441,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,90,dev,full,4094,45.5,-0.0431,-0.2568,0.1709,0.0431,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,90,dev,ex_2020-03_2022-01,3302,36.7,-0.006,-0.2203,0.1813,0.006,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,90,dev,ex_2017,3639,40.4,-0.1044,-0.3278,0.0815,0.1044,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
N001,ROI 1y (CM),cycle,-1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
N001,ROI 1y (CM),cycle,-1,cm,180,dev,full,4004,22.2,-0.0676,-0.3097,0.1614,0.0676,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,180,dev,ex_2020-03_2022-01,3122,17.3,-0.0133,-0.2764,0.2091,0.0133,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,180,dev,ex_2017,3459,19.2,-0.1099,-0.3656,0.1516,0.1099,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
N001,ROI 1y (CM),cycle,-1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
N001,ROI 1y (CM),cycle,-1,cm,365,dev,full,3819,10.5,-0.2238,-0.535,0.0932,0.2238,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,365,dev,ex_2020-03_2022-01,2783,7.6,,,,,,,insufficient
N001,ROI 1y (CM),cycle,-1,cm,365,dev,ex_2017,3089,8.5,-0.217,-0.5435,0.0253,0.217,True,False,ok
N001,ROI 1y (CM),cycle,-1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
N001,ROI 1y (CM),cycle,-1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
O067,Hash ribbons,cycle,1,cm,1,dev,full,4549,4549.0,0.0379,0.0052,0.0734,0.0379,True,True,ok
O067,Hash ribbons,cycle,1,cm,1,dev,ex_2020-03_2022-01,3846,3846.0,0.0429,0.0102,0.0744,0.0429,True,True,ok
O067,Hash ribbons,cycle,1,cm,1,dev,ex_2017,4183,4183.0,0.0356,0.0076,0.0732,0.0356,True,True,ok
O067,Hash ribbons,cycle,1,cm,1,dev,since_2022,364,364.0,-0.0131,-0.0715,0.0491,-0.0131,False,False,ok
O067,Hash ribbons,cycle,1,cm,1,holdout,full,1329,1329.0,0.0395,-0.0056,0.0862,0.0395,True,False,ok
O067,Hash ribbons,cycle,1,cm,7,dev,full,4543,649.0,0.0471,-0.0217,0.1101,0.0471,True,False,ok
O067,Hash ribbons,cycle,1,cm,7,dev,ex_2020-03_2022-01,3834,547.7,0.0546,-0.0146,0.1366,0.0546,True,False,ok
O067,Hash ribbons,cycle,1,cm,7,dev,ex_2017,4171,595.9,0.0374,-0.0394,0.1165,0.0374,True,False,ok
O067,Hash ribbons,cycle,1,cm,7,dev,since_2022,358,51.1,-0.0561,-0.2315,0.108,-0.0561,False,False,ok
O067,Hash ribbons,cycle,1,cm,7,holdout,full,1323,189.0,0.1234,-0.0042,0.239,0.1234,True,False,ok
O067,Hash ribbons,cycle,1,cm,30,dev,full,4520,150.7,0.0162,-0.0903,0.1412,0.0162,True,False,ok
O067,Hash ribbons,cycle,1,cm,30,dev,ex_2020-03_2022-01,3788,126.3,0.0273,-0.0968,0.1531,0.0273,True,False,ok
O067,Hash ribbons,cycle,1,cm,30,dev,ex_2017,4125,137.5,0.005,-0.1146,0.1293,0.005,True,False,ok
O067,Hash ribbons,cycle,1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
O067,Hash ribbons,cycle,1,cm,30,holdout,full,1300,43.3,0.2009,0.0246,0.3645,0.2009,True,True,ok
O067,Hash ribbons,cycle,1,cm,90,dev,full,4460,49.6,0.0254,-0.1619,0.2107,0.0254,True,False,ok
O067,Hash ribbons,cycle,1,cm,90,dev,ex_2020-03_2022-01,3668,40.8,0.0625,-0.1628,0.315,0.0625,True,False,ok
O067,Hash ribbons,cycle,1,cm,90,dev,ex_2017,4005,44.5,-0.0023,-0.2469,0.229,-0.0023,False,False,ok
O067,Hash ribbons,cycle,1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
O067,Hash ribbons,cycle,1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
O067,Hash ribbons,cycle,1,cm,180,dev,full,4370,24.3,0.0233,-0.2448,0.3037,0.0233,True,False,ok
O067,Hash ribbons,cycle,1,cm,180,dev,ex_2020-03_2022-01,3488,19.4,0.0652,-0.2608,0.3396,0.0652,True,False,ok
O067,Hash ribbons,cycle,1,cm,180,dev,ex_2017,3825,21.2,-0.0103,-0.3085,0.2949,-0.0103,False,False,ok
O067,Hash ribbons,cycle,1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
O067,Hash ribbons,cycle,1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
O067,Hash ribbons,cycle,1,cm,365,dev,full,4185,11.5,-0.0857,-0.3756,0.2232,-0.0857,False,False,ok
O067,Hash ribbons,cycle,1,cm,365,dev,ex_2020-03_2022-01,3149,8.6,-0.1266,-0.4775,0.2367,-0.1266,False,False,ok
O067,Hash ribbons,cycle,1,cm,365,dev,ex_2017,3455,9.5,-0.0878,-0.4384,0.2275,-0.0878,False,False,ok
O067,Hash ribbons,cycle,1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
O067,Hash ribbons,cycle,1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
O059,Fee share of issuance+fees,cycle,-1,cm,1,dev,full,4549,4549.0,0.0181,-0.0119,0.0526,-0.0181,False,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,1,dev,ex_2020-03_2022-01,3846,3846.0,0.017,-0.0166,0.0513,-0.017,False,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,1,dev,ex_2017,4183,4183.0,-0.0018,-0.0336,0.0303,0.0018,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,1,dev,since_2022,364,364.0,-0.0066,-0.0831,0.0716,0.0066,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,1,holdout,full,1329,1329.0,0.0438,0.0052,0.0816,-0.0438,False,True,ok
O059,Fee share of issuance+fees,cycle,-1,cm,7,dev,full,4543,649.0,0.0205,-0.0444,0.0888,-0.0205,False,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,7,dev,ex_2020-03_2022-01,3834,547.7,0.0066,-0.0766,0.0799,-0.0066,False,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,7,dev,ex_2017,4171,595.9,-0.0213,-0.0857,0.0548,0.0213,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,7,dev,since_2022,358,51.1,0.0857,-0.1743,0.2754,-0.0857,False,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,7,holdout,full,1323,189.0,0.111,0.0118,0.2079,-0.111,False,True,ok
O059,Fee share of issuance+fees,cycle,-1,cm,30,dev,full,4520,150.7,0.0597,-0.0699,0.203,-0.0597,False,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,30,dev,ex_2020-03_2022-01,3788,126.3,0.0311,-0.1074,0.1711,-0.0311,False,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,30,dev,ex_2017,4125,137.5,-0.0034,-0.1142,0.1286,0.0034,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
O059,Fee share of issuance+fees,cycle,-1,cm,30,holdout,full,1300,43.3,0.2323,0.0443,0.4236,-0.2323,False,True,ok
O059,Fee share of issuance+fees,cycle,-1,cm,90,dev,full,4460,49.6,-0.026,-0.2583,0.1758,0.026,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,90,dev,ex_2020-03_2022-01,3668,40.8,-0.0847,-0.3159,0.1598,0.0847,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,90,dev,ex_2017,4005,44.5,-0.1419,-0.3652,0.1139,0.1419,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
O059,Fee share of issuance+fees,cycle,-1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
O059,Fee share of issuance+fees,cycle,-1,cm,180,dev,full,4370,24.3,-0.0569,-0.3615,0.2156,0.0569,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,180,dev,ex_2020-03_2022-01,3488,19.4,-0.1028,-0.4387,0.2592,0.1028,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,180,dev,ex_2017,3825,21.2,-0.1928,-0.4858,0.1235,0.1928,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
O059,Fee share of issuance+fees,cycle,-1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
O059,Fee share of issuance+fees,cycle,-1,cm,365,dev,full,4185,11.5,-0.2009,-0.5281,0.2213,0.2009,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,365,dev,ex_2020-03_2022-01,3149,8.6,-0.155,-0.5158,0.2576,0.155,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,365,dev,ex_2017,3455,9.5,-0.316,-0.615,0.1285,0.316,True,False,ok
O059,Fee share of issuance+fees,cycle,-1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
O059,Fee share of issuance+fees,cycle,-1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
O081,Exchange supply ratio,cycle,-1,cm,1,dev,full,4268,4268.0,-0.0533,-0.081,-0.0185,0.0533,True,True,ok
O081,Exchange supply ratio,cycle,-1,cm,1,dev,ex_2020-03_2022-01,3565,3565.0,-0.0692,-0.1046,-0.0366,0.0692,True,True,ok
O081,Exchange supply ratio,cycle,-1,cm,1,dev,ex_2017,3902,3902.0,-0.047,-0.0805,-0.0124,0.047,True,True,ok
O081,Exchange supply ratio,cycle,-1,cm,1,dev,since_2022,364,364.0,-0.0224,-0.0821,0.0535,0.0224,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,1,holdout,full,1329,1329.0,0.0312,-0.015,0.0762,-0.0312,False,False,ok
O081,Exchange supply ratio,cycle,-1,cm,7,dev,full,4262,608.9,-0.0925,-0.1512,-0.0192,0.0925,True,True,ok
O081,Exchange supply ratio,cycle,-1,cm,7,dev,ex_2020-03_2022-01,3553,507.6,-0.1242,-0.2021,-0.0566,0.1242,True,True,ok
O081,Exchange supply ratio,cycle,-1,cm,7,dev,ex_2017,3890,555.7,-0.0799,-0.1571,-0.0159,0.0799,True,True,ok
O081,Exchange supply ratio,cycle,-1,cm,7,dev,since_2022,358,51.1,0.0256,-0.1429,0.1685,-0.0256,False,False,ok
O081,Exchange supply ratio,cycle,-1,cm,7,holdout,full,1323,189.0,0.0884,-0.0189,0.1858,-0.0884,False,False,ok
O081,Exchange supply ratio,cycle,-1,cm,30,dev,full,4239,141.3,-0.1054,-0.2198,0.0206,0.1054,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,30,dev,ex_2020-03_2022-01,3507,116.9,-0.1429,-0.2677,-0.0134,0.1429,True,True,ok
O081,Exchange supply ratio,cycle,-1,cm,30,dev,ex_2017,3844,128.1,-0.0762,-0.2067,0.0408,0.0762,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
O081,Exchange supply ratio,cycle,-1,cm,30,holdout,full,1300,43.3,0.1664,-0.0402,0.3465,-0.1664,False,False,ok
O081,Exchange supply ratio,cycle,-1,cm,90,dev,full,4179,46.4,-0.1918,-0.3986,0.0041,0.1918,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,90,dev,ex_2020-03_2022-01,3387,37.6,-0.2703,-0.4806,-0.0224,0.2703,True,True,ok
O081,Exchange supply ratio,cycle,-1,cm,90,dev,ex_2017,3724,41.4,-0.1386,-0.3433,0.0521,0.1386,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
O081,Exchange supply ratio,cycle,-1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
O081,Exchange supply ratio,cycle,-1,cm,180,dev,full,4089,22.7,-0.2488,-0.5096,0.0269,0.2488,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,180,dev,ex_2020-03_2022-01,3207,17.8,-0.3007,-0.5662,0.026,0.3007,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,180,dev,ex_2017,3544,19.7,-0.1998,-0.4655,0.161,0.1998,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
O081,Exchange supply ratio,cycle,-1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
O081,Exchange supply ratio,cycle,-1,cm,365,dev,full,3904,10.7,-0.2777,-0.5767,0.1611,0.2777,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,365,dev,ex_2020-03_2022-01,2868,7.9,,,,,,,insufficient
O081,Exchange supply ratio,cycle,-1,cm,365,dev,ex_2017,3174,8.7,-0.2591,-0.6019,0.3432,0.2591,True,False,ok
O081,Exchange supply ratio,cycle,-1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
O081,Exchange supply ratio,cycle,-1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,1,dev,full,4367,4367.0,0.0634,0.0291,0.091,-0.0634,False,True,ok
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,1,dev,ex_2020-03_2022-01,3664,3664.0,0.0705,0.0359,0.1052,-0.0705,False,True,ok
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,1,dev,ex_2017,4001,4001.0,0.0474,0.0161,0.0781,-0.0474,False,True,ok
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,1,dev,since_2022,364,364.0,-0.0603,-0.1416,0.0184,0.0603,True,False,ok
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,1,holdout,full,1329,1329.0,0.0074,-0.034,0.0432,-0.0074,False,False,ok
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,7,dev,full,4361,623.0,0.0966,0.0239,0.1684,-0.0966,False,True,ok
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,7,dev,ex_2020-03_2022-01,3652,521.7,0.0991,0.0189,0.1709,-0.0991,False,True,ok
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,7,dev,ex_2017,3989,569.9,0.0613,-0.0113,0.1379,-0.0613,False,False,ok
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,7,dev,since_2022,358,51.1,-0.1628,-0.3217,-0.0054,0.1628,True,True,ok
N002,"Mcap per active address (log, z 365)",cycle,-1,cm,7,holdout,full,1323,189.0,-0.0146,-0.124,0.0811,0.0146,True,False,ok
